episode,access_rate
0,0.4933333333333334
1,0.46666666666666673
2,0.5155555555555557
3,0.5033333333333334
4,0.49866666666666676
5,0.5111111111111111
6,0.5009523809523809
7,0.4900000000000001
8,0.5081481481481481
9,0.5066666666666667
10,0.5090909090909091
11,0.52
12,0.517948717948718
13,0.5161904761904762
14,0.5244444444444445
15,0.5241666666666667
16,0.5239215686274511
17,0.5266666666666667
18,0.5298245614035088
19,0.5273333333333334
20,0.5282539682539683
21,0.5272727272727272
22,0.5310144927536231
23,0.5316666666666666
24,0.5285333333333334
25,0.5266666666666667
26,0.5239506172839506
27,0.5257142857142857
28,0.5250574712643677
29,0.524
30,0.5230107526881721
31,0.52125
32,0.5204040404040404
33,0.5211764705882352
34,0.5238095238095238
35,0.5229629629629631
36,0.5214414414414414
37,0.5199999999999999
38,0.5176068376068377
39,0.515
40,0.5157723577235773
41,0.5161904761904763
42,0.515968992248062
43,0.5136363636363637
44,0.5117037037037037
45,0.5121739130434783
46,0.5112056737588652
47,0.5102777777777777
48,0.5091156462585034
49,0.5074666666666667
50,0.5082352941176471
51,0.507948717948718
52,0.5069182389937107
53,0.5081481481481481
54,0.5086060606060606
55,0.505
56,0.5061988304093568
57,0.5064367816091955
58,0.5050847457627119
59,0.5048888888888889
60,0.5049180327868853
61,0.5040860215053764
62,0.5028571428571429
63,0.5050000000000001
64,0.5072820512820513
65,0.5074747474747475
66,0.5076616915422886
67,0.5066666666666666
68,0.5070531400966183
69,0.5087619047619049
70,0.5076056338028169
71,0.5098148148148148
72,0.5110502283105023
73,0.5127927927927928
74,0.5137777777777778
75,0.5131578947368421
76,0.5135930735930736
77,0.5141880341880342
78,0.5152742616033755
79,0.5145
80,0.5148971193415638
81,0.5139837398373984
82,0.5137349397590362
83,0.5136507936507937
84,0.5130980392156863
85,0.5144186046511628
86,0.515249042145594
87,0.5153030303030304
88,0.5167041198501873
89,0.516
90,0.5175091575091576
91,0.5178260869565217
92,0.5179928315412187
93,0.5184397163120568
94,0.519859649122807
95,0.5206944444444445
96,0.5209621993127148
97,0.5214965986394557
98,0.5218855218855218
99,0.5222666666666667
100,0.5231683168316832
101,0.5231372549019608
102,0.5237540453074434
103,0.5242307692307692
104,0.5254603174603174
105,0.5262893081761006
106,0.5273520249221184
107,0.5269135802469135
108,0.5280733944954129
109,0.5287272727272728
110,0.5291291291291291
111,0.5292857142857144
112,0.5294395280235988
113,0.5305263157894737
114,0.5315942028985507
115,0.5326436781609195
116,0.5333333333333333
117,0.5346892655367231
118,0.5353501400560224
119,0.5362222222222223
120,0.5365289256198347
121,0.5369398907103826
