episode,access_rate
0,0.5733333333333334
1,0.4933333333333333
2,0.4488888888888888
3,0.4633333333333333
4,0.472
5,0.4755555555555555
6,0.47047619047619044
7,0.46666666666666673
8,0.4725925925925926
9,0.47600000000000003
10,0.4872727272727273
11,0.48999999999999994
12,0.4933333333333334
13,0.4961904761904762
14,0.4924444444444445
15,0.4883333333333334
16,0.49254901960784314
17,0.4918518518518519
18,0.4919298245614035
19,0.4926666666666667
20,0.49460317460317466
21,0.49515151515151506
22,0.4968115942028985
23,0.49444444444444446
24,0.49866666666666665
25,0.49743589743589745
26,0.4962962962962963
27,0.49714285714285716
28,0.49793103448275866
29,0.4995555555555556
30,0.4989247311827957
31,0.5004166666666667
32,0.5026262626262626
33,0.5003921568627452
34,0.49790476190476196
35,0.4977777777777778
36,0.4976576576576576
37,0.49789473684210517
38,0.4967521367521368
39,0.49433333333333335
40,0.4982113821138211
41,0.4987301587301587
42,0.4992248062015504
43,0.5006060606060606
44,0.5004444444444444
45,0.501159420289855
46,0.5015602836879433
47,0.5019444444444444
48,0.5009523809523809
49,0.5013333333333333
50,0.5011764705882352
51,0.5020512820512821
52,0.5011320754716981
53,0.4995061728395062
54,0.5001212121212122
55,0.4978571428571429
56,0.49988304093567254
57,0.5022988505747127
58,0.5028248587570622
59,0.5042222222222222
60,0.5027322404371585
61,0.5030107526881721
62,0.5034920634920635
63,0.5041666666666668
64,0.5046153846153847
65,0.5058585858585859
66,0.5060696517412936
67,0.5066666666666667
68,0.5066666666666666
69,0.5064761904761904
70,0.507981220657277
71,0.5092592592592593
72,0.5092237442922375
73,0.5088288288288287
74,0.5102222222222222
75,0.5096491228070176
76,0.5097835497835498
77,0.5104273504273504
78,0.5108860759493671
79,0.5115000000000001
80,0.5111111111111111
81,0.5113821138211382
82,0.5121285140562248
83,0.5120634920634921
84,0.5123137254901962
85,0.5128682170542636
86,0.5137164750957856
87,0.5131818181818182
88,0.5146067415730337
89,0.5137777777777778
90,0.515018315018315
91,0.5144927536231884
92,0.5145519713261649
93,0.5147517730496454
94,0.5159298245614035
95,0.5172222222222221
96,0.5165635738831614
97,0.5176870748299319
98,0.5185185185185185
99,0.5190666666666666
100,0.5197359735973597
101,0.5209150326797386
102,0.5203883495145631
103,0.5206410256410257
104,0.521015873015873
105,0.5207547169811321
106,0.5212461059190031
107,0.5218518518518519
108,0.5219571865443425
109,0.5221818181818182
110,0.5218018018018018
111,0.5226190476190476
112,0.5233038348082596
113,0.5237426900584795
114,0.5244057971014493
115,0.5252873563218391
116,0.5261538461538462
117,0.5264406779661017
118,0.5280672268907564
119,0.5275555555555556
120,0.5278236914600551
121,0.5284153005464481
122,0.5288888888888889
123,0.5294623655913978
124,0.5297066666666667
125,0.5299470899470899
126,0.5307086614173229
127,0.5314583333333334
128,0.5318863049095608
129,0.5326153846153847
130,0.5327226463104326
131,0.5337373737373738
132,0.5339348370927318
133,0.5339303482587064
134,0.5344197530864198
135,0.5347058823529413
136,0.534890510948905
137,0.5356521739130434
138,0.5354436450839329
139,0.5357142857142857
140,0.5364539007092198
141,0.5363380281690141
142,0.5364102564102565
143,0.5373148148148148
144,0.538206896551724
145,0.5384474885844749
146,0.5383219954648526
147,0.5387387387387388
148,0.5390604026845638
149,0.540088888888889
150,0.5402207505518763
151,0.5402631578947368
152,0.5407407407407409
153,0.5405194805194805
154,0.5409892473118281
155,0.5418803418803418
156,0.5422505307855626
157,0.5426160337552742
158,0.5425576519916142
159,0.5428333333333334
160,0.544016563146998
161,0.5447736625514404
162,0.5452760736196319
163,0.5460975609756098
164,0.5465858585858586
165,0.5462650602409639
166,0.5472255489021957
167,0.5478571428571429
168,0.5481656804733728
169,0.5487843137254902
170,0.5489278752436647
171,0.5497674418604651
172,0.5504431599229287
173,0.551264367816092
174,0.5522285714285714
175,0.5528030303030304
176,0.5535216572504708
177,0.5537078651685393
178,0.5540409683426443
179,0.5543703703703704
180,0.5547697974217312
181,0.5553113553113553
182,0.5553369763205829
183,0.5557971014492754
184,0.5566846846846846
185,0.5565591397849462
186,0.5567201426024955
187,0.5570212765957446
188,0.5571075837742505
189,0.5567017543859649
190,0.5568586387434554
191,0.5575694444444445
192,0.5581347150259067
193,0.5582817869415807
194,0.5588376068376069
195,0.5594557823129251
196,0.5591201353637901
197,0.5594612794612794
198,0.5596649916247906
199,0.5601999999999999
200,0.5603316749585406
201,0.5603300330033003
202,0.5609852216748767
203,0.5613071895424836
204,0.5619512195121952
205,0.5625889967637541
206,0.5630917874396135
207,0.5635897435897436
208,0.5637001594896331
209,0.5638095238095238
210,0.5642338072669826
211,0.5645283018867924
212,0.5646322378716745
213,0.5646105919003116
214,0.5648372093023256
215,0.565
216,0.5650384024577574
217,0.5654434250764526
218,0.5654794520547944
219,0.5658181818181819
220,0.5658521870286576
221,0.5665465465465466
222,0.5670553064275038
223,0.5676190476190476
224,0.567762962962963
225,0.567787610619469
226,0.567870778267254
227,0.567719298245614
228,0.567802037845706
229,0.5681159420289855
230,0.5686580086580086
231,0.5690229885057472
232,0.5690987124463519
233,0.5695156695156696
234,0.569645390070922
235,0.570225988700565
236,0.570351617440225
237,0.570812324929972
238,0.571436541143654
239,0.5717777777777778
240,0.5718395573997234
241,0.5719559228650137
242,0.572729766803841
243,0.5726775956284152
244,0.572734693877551
245,0.5726829268292682
246,0.5726855600539812
247,0.5730645161290323
248,0.5736010709504684
249,0.57392
250,0.5743957503320054
251,0.5744444444444444
252,0.5749670619235837
253,0.5752755905511812
254,0.5758431372549019
255,0.57625
256,0.5766536964980544
257,0.5772093023255814
258,0.5773487773487773
259,0.5775384615384614
260,0.5776756066411238
261,0.5777099236641222
262,0.578149556400507
263,0.5784848484848485
264,0.5789182389937108
265,0.5789473684210527
266,0.5793258426966291
267,0.5796019900497512
268,0.579826517967782
269,0.5799506172839507
270,0.5800738007380074
271,0.5803921568627451
272,0.5806593406593407
273,0.580875912408759
274,0.5811878787878787
275,0.5810628019323673
276,0.5818050541516245
277,0.5821103117505996
278,0.5823655913978495
279,0.5826190476190476
280,0.5827758007117437
281,0.5833569739952719
282,0.5837455830388693
283,0.5837558685446009
284,0.584280701754386
285,0.5847086247086248
286,0.5850406504065041
287,0.5855092592592592
288,0.5859746251441753
289,0.5862988505747126
290,0.5868499427262314
291,0.586986301369863
292,0.5873037542662115
293,0.5872562358276644
294,0.5872542372881355
295,0.5876576576576577
296,0.5881481481481481
297,0.5880984340044744
298,0.5883166109253065
299,0.588311111111111
300,0.5885714285714286
301,0.5891832229580574
302,0.5892189218921893
303,0.5895614035087718
304,0.589639344262295
305,0.5899782135076252
306,0.5904451682953311
307,0.590995670995671
308,0.5913268608414239
309,0.5916989247311828
310,0.5917684887459806
311,0.5920940170940171
312,0.5925452609158679
313,0.5927388535031848
314,0.592973544973545
315,0.5932911392405062
316,0.5935646687697161
317,0.5936268343815513
318,0.5940229885057471
319,0.594375
320,0.5947663551401869
321,0.594824016563147
322,0.5951702786377709
323,0.5951028806584363
324,0.5953641025641025
325,0.5957055214723926
326,0.5959225280326198
327,0.5963414634146341
328,0.5967173252279636
329,0.5969696969696969
330,0.5971802618328298
331,0.5975100401606427
332,0.597917917917918
333,0.5984830339321358
334,0.5986069651741294
335,0.5989285714285715
336,0.5992878338278932
337,0.5998027613412229
338,0.6000393313667649
339,0.6004705882352941
340,0.6009775171065493
341,0.6010526315789473
342,0.601399416909621
343,0.6018992248062016
344,0.6023188405797102
345,0.6026589595375723
346,0.6030355427473584
347,0.603103448275862
348,0.6034383954154727
349,0.6038857142857142
350,0.6042165242165242
351,0.6046590909090909
352,0.6052502360717659
353,0.6055367231638418
354,0.6058591549295774
355,0.6061048689138576
356,0.6064239028944911
357,0.6068156424581005
358,0.6071309192200557
359,0.6071851851851852
360,0.6075346260387812
361,0.6077716390423572
362,0.6082277318640955
363,0.6084249084249084
364,0.6088767123287671
365,0.6091438979963569
366,0.6094822888283379
367,0.6096376811594203
368,0.6100090334236676
369,0.610126126126126
370,0.6105300988319856
371,0.610752688172043
372,0.6109740840035746
373,0.6111229946524064
374,0.6114488888888888
375,0.6119148936170212
376,0.6123076923076923
377,0.6126984126984127
378,0.612981530343008
379,0.613438596491228
380,0.6136482939632546
381,0.614066317626527
382,0.6144473455178416
383,0.6146874999999999
384,0.6151341991341991
385,0.615440414507772
386,0.6157450473729543
387,0.6161168384879725
388,0.616452442159383
389,0.6166153846153846
390,0.6167774936061381
391,0.616938775510204
392,0.6173027989821883
393,0.6176311336717428
394,0.6178565400843882
395,0.6181481481481481
396,0.6181360201511334
397,0.6182579564489112
398,0.6186466165413533
399,0.6190333333333333
400,0.6194181213632585
401,0.6198341625207296
402,0.6202150537634409
403,0.6204290429042904
404,0.6207078189300412
405,0.6207553366174056
406,0.6211629811629812
407,0.6215686274509803
408,0.6219396903015485
409,0.6223089430894309
410,0.6225466342254663
411,0.6226860841423948
412,0.6229862792574657
413,0.6231239935587761
414,0.6231967871485944
415,0.623525641025641
416,0.6238848920863309
417,0.6243062200956937
418,0.6246300715990454
419,0.6250476190476191
420,0.6254315122723674
421,0.6256872037914692
422,0.6259416863672184
423,0.6261949685534591
424,0.6265411764705883
425,0.6268231611893583
426,0.627103825136612
427,0.6273520249221184
428,0.6277233877233878
429,0.627968992248062
430,0.6283681361175562
431,0.6286111111111111
432,0.6289145496535796
433,0.6292165898617512
434,0.629455938697318
435,0.6297247706422018
436,0.6300228832951944
437,0.6304109589041096
438,0.6306757782839787
439,0.630969696969697
440,0.6313529856386999
441,0.6316138763197587
442,0.6319036869826937
443,0.6322822822822823
444,0.6324794007490637
445,0.6327055306427504
446,0.6328709917971663
447,0.6332440476190475
448,0.6335263548626577
449,0.6339259259259259
450,0.6342941611234294
451,0.6346902654867258
452,0.6350551876379692
453,0.6353303964757709
454,0.6355164835164835
455,0.6358479532163742
456,0.6362071480671044
457,0.6365647743813683
458,0.6369208424110384
459,0.6371594202898551
460,0.6375126536514822
461,0.6378643578643578
462,0.6381281497480202
463,0.6383333333333333
464,0.6386236559139784
465,0.6388555078683834
466,0.6391720199857246
467,0.6394586894586894
468,0.6397157071783937
469,0.6399432624113476
