episode,access_rate
0,0.46666666666666673
1,0.48000000000000004
2,0.4933333333333334
3,0.52
4,0.512
5,0.5044444444444445
6,0.4971428571428572
7,0.49666666666666676
8,0.4948148148148148
9,0.48800000000000004
10,0.48121212121212126
11,0.48000000000000004
12,0.48
13,0.48095238095238096
14,0.4817777777777778
15,0.4783333333333334
16,0.48000000000000004
17,0.4866666666666667
18,0.4905263157894737
19,0.49200000000000005
20,0.4971428571428572
21,0.49939393939393945
22,0.49971014492753624
23,0.5005555555555555
24,0.5002666666666665
25,0.5051282051282051
26,0.5071604938271606
27,0.5071428571428571
28,0.5089655172413793
29,0.508
30,0.5096774193548387
31,0.5112500000000001
32,0.5103030303030304
33,0.5105882352941177
34,0.5108571428571429
35,0.5081481481481481
36,0.5081081081081081
37,0.5080701754385966
38,0.5063247863247863
39,0.5066666666666667
40,0.5079674796747967
41,0.5063492063492063
42,0.5079069767441861
43,0.509090909090909
44,0.509925925925926
45,0.5115942028985507
46,0.5109219858156029
47,0.5105555555555555
48,0.5099319727891156
49,0.5088
50,0.5077124183006536
51,0.5074358974358975
52,0.5076729559748427
53,0.5076543209876544
54,0.5078787878787879
55,0.508095238095238
56,0.5099415204678363
57,0.5105747126436782
58,0.5105084745762711
59,0.51
60,0.5097267759562842
61,0.5105376344086021
62,0.5092063492063492
63,0.5095833333333334
64,0.5105641025641027
65,0.5105050505050506
66,0.5104477611940299
67,0.5107843137254902
68,0.512463768115942
69,0.5121904761904763
70,0.5128638497652582
71,0.5146296296296295
72,0.5134246575342466
73,0.514054054054054
74,0.5143111111111113
75,0.5156140350877193
76,0.5170562770562771
77,0.5182905982905983
78,0.5186497890295358
79,0.519
80,0.5195061728395062
81,0.5196747967479676
82,0.5208032128514056
83,0.5209523809523811
84,0.5214117647058824
85,0.5206201550387596
86,0.5218390804597701
87,0.5222727272727273
88,0.5219475655430712
89,0.522962962962963
90,0.5241025641025641
91,0.524927536231884
92,0.5251612903225806
93,0.5258156028368794
94,0.5260350877192983
95,0.5254166666666666
96,0.5259106529209623
97,0.5262585034013605
98,0.5264646464646464
99,0.5268
100,0.5266006600660066
101,0.5281045751633987
102,0.5282847896440129
103,0.528974358974359
104,0.5295238095238095
105,0.5303144654088051
106,0.5307165109034268
107,0.5302469135802469
108,0.5310091743119266
109,0.5309090909090909
110,0.5322522522522523
111,0.5328571428571428
112,0.5334513274336283
113,0.5348538011695906
114,0.5353043478260869
115,0.5359770114942529
116,0.5360683760683761
117,0.535819209039548
118,0.5360224089635854
119,0.5365555555555556
120,0.5369696969696969
121,0.5375956284153006
122,0.5381029810298102
123,0.5389247311827957
124,0.5386666666666666
125,0.5383068783068784
126,0.5380577427821522
127,0.5383333333333333
128,0.5387080103359173
129,0.5392820512820512
130,0.5399491094147583
131,0.5403030303030304
132,0.540952380952381
133,0.541592039800995
134,0.5418271604938272
135,0.5426470588235294
136,0.5429683698296838
137,0.5434782608695652
138,0.5439808153477218
139,0.5436190476190476
140,0.5435460992907801
141,0.544131455399061
142,0.5442424242424243
143,0.5445370370370369
144,0.544735632183908
145,0.5453881278538814
146,0.545578231292517
147,0.5457657657657657
148,0.5463087248322148
149,0.5464888888888889
150,0.5467549668874172
151,0.5469298245614035
152,0.547276688453159
153,0.5476190476190477
154,0.5484731182795699
155,0.548974358974359
156,0.5492993630573249
157,0.549367088607595
158,0.5493501048218029
159,0.55
160,0.5503933747412008
161,0.5506172839506173
162,0.5514928425357873
163,0.5516260162601626
164,0.5521616161616161
165,0.5530923694779116
166,0.5534530938123753
167,0.5539682539682541
168,0.5540039447731756
169,0.5538823529411765
170,0.554775828460039
171,0.5554263565891473
172,0.5559922928709056
173,0.5564750957854406
174,0.5572571428571429
175,0.5574242424242425
176,0.5570621468926553
177,0.557378277153558
178,0.5577653631284917
179,0.5579999999999999
180,0.558158379373849
181,0.5585347985347985
182,0.5587613843351548
183,0.5597101449275362
184,0.5597837837837837
185,0.5597132616487455
186,0.560427807486631
187,0.5605673758865248
188,0.560705467372134
189,0.5611228070175439
190,0.5609773123909249
191,0.5615277777777777
192,0.5618652849740933
193,0.5622680412371134
194,0.5625982905982906
195,0.5629931972789116
196,0.5631133671742808
197,0.563030303030303
198,0.5629480737018425
199,0.5632666666666667
200,0.5637810945273632
201,0.5641584158415842
202,0.5651231527093596
203,0.5656862745098039
204,0.5659186991869918
205,0.5661488673139158
206,0.5665700483091788
207,0.5672435897435897
208,0.5672089314194577
209,0.5674285714285714
210,0.5672037914691943
211,0.5671698113207547
212,0.567699530516432
213,0.5679127725856697
214,0.5686821705426357
215,0.5690740740740741
216,0.5694009216589861
217,0.5692966360856269
218,0.569558599695586
219,0.569939393939394
220,0.5700150829562594
221,0.5702702702702702
222,0.570762331838565
223,0.5710119047619048
224,0.5710222222222222
225,0.5712684365781711
226,0.5712775330396476
227,0.5716959064327485
228,0.5722270742358079
229,0.5724057971014492
230,0.5721789321789321
231,0.5725862068965517
232,0.5727610872675251
233,0.5728774928774929
234,0.5727659574468085
235,0.5729943502824859
236,0.5732770745428972
237,0.5733893557422969
